98486964346220;-0,152;0;-0,114
98486964397886;0;0;0
98487062966221;-0,058;-0,074;0,17
98487063127888;-0,07;-0,076;-0,186
98487203709554;-0,472;0,026;0,336
98487203894554;-0,153;-0,142;0,376
98487344752885;-4,763;-0,063;1,282
98487346039551;-2,261;0,273;0,796
98487485866221;-4,272;-0,99;0,301
98487486034554;-5,55;-0,298;1,245
98487626972888;2,528;-1,121;0,931
98487627159554;-0,651;-1,561;0,394
98487768141218;11,043;-0,679;2,744
98487768311217;5,898;-0,35;0,486
98487911241216;4,957;1,419;-1,274
98487912049550;10,517;0,225;1,587
98488053707886;-1,161;1,063;-1,849
98488054454552;0,986;1,477;-1,971
98488197594551;-3,812;0,464;-1,233
98488198394551;-2,59;0,517;-1,473
98488338617882;-2,306;-0,084;-0,761
98488339402882;-2,995;-0,034;-1,204
98488483977886;-0,787;-0,091;-0,232
98488484834552;-1,78;-0,183;-0,385
98488626332886;0,141;-0,107;-0,243
98488627149553;-0,125;-0,196;-0,208
98488768736216;0,402;0,115;0,108
98488769484549;0,295;0,05;-0,003
98488911249549;0,198;0,073;0,024
98488911992882;0,292;0,161;0,017
98489053557884;0,006;-0,174;-0,153
98489054312884;0,033;0,008;0,169
98489196131216;-0,082;0,122;0,095
98489198466216;0,084;-0,074;-0,092
98489338639547;-0,081;0,145;-0,236
98489339407880;0,108;0,137;0,062
98489481061216;0,068;-0,046;0,005
98489481859549;0,11;0,018;0,114
98489623577883;-0,253;-0,121;-0,139
98489624334549;-0,092;-0,072;-0,067
98489765974547;0,267;0,06;0,147
98489766781214;-0,097;-0,037;-0,018
98489908387879;2,215;1,181;-0,031
98489909146213;0,708;0,385;-0,033
98490050967883;3,253;2,894;0,343
98490051721216;2,691;2,408;-0,035
98490193416215;1,778;3,51;-1,279
98490194166215;2,651;5,783;-0,163
98490335982880;-6,023;-9,251;-0,951
98490336746213;-8,683;-8,786;2,445
98490478182883;-4,304;-2,485;-3,066
98490478939549;-5,732;-6,555;-1,543
98490620794550;0,875;2,564;-1,991
98490621564550;-1,843;0,499;-2,399
98490763256215;1,91;3,388;-0,092
98490764011215;1,674;3,677;-0,681
98490905667882;1,732;1,203;0,075
98490906412882;2,261;2,236;0,569
98491071732886;0,521;-0,188;0,116
98491072504553;0,856;0,449;0,107
98491214077885;-0,351;-0,503;-0,291
98491214924552;-0,004;-0,31;-0,166
98491359636216;-0,219;0,001;-0,085
98491361519550;-0,234;-0,322;-0,499
98491499094552;-0,019;-0,06;-0,146
98491499859552;-0,212;-0,045;-0,227
98491641581219;1,542;-0,648;0,527
98491642631219;0,188;-0,078;-0,084
98491785089549;2,602;-2,009;0,717
98491788402882;2,664;-1,539;0,57
98491926931217;0,608;-1,628;0,209
98491927612884;1,652;-2,041;0,231
98492068902886;1,513;-3,271;-1,465
98492069676220;0,828;-2,494;1,335
98492211867885;-7,991;9,379;6,637
98492212879551;-9,549;9,366;5,082
98492354197882;-0,002;-0,082;1,898
98492354969549;-3,854;3,933;2,503
98492496974552;2,693;-3,042;-0,908
98492497714552;1,554;-2,182;0,132
98492639347885;2,067;-2,261;-0,787
98492640292885;2,942;-2,93;-1,076
98492781849549;0,398;-0,654;-0,733
98492782619548;1,246;-1,269;-0,916
98492924357883;-0,262;0,045;0,192
98492927977883;0,005;-0,331;-0,399
98493066559552;-0,43;0,302;0,379
98493067597885;-0,311;0,248;0,232
98493209026216;-0,176;0,207;0,078
98493209859549;-0,204;0,239;0,229
98493351601214;0,141;0,052;0,321
98493352419547;-0,022;0,105;0,075
98493493976218;-0,112;0,1;-0,631
98493494726217;0,046;0,128;0,165
98493636441217;0,021;-0,16;-0,2
98493639731217;-0,087;-0,187;-0,261
98493779009549;0,119;-0,023;0,277
98493781826216;-0,125;0,035;-0,101
98493921506216;-0,016;0,086;0,031
98493922602882;0,056;0,075;-0,018
98494064137885;0,008;0,029;-0,125
98494064882885;-0,061;0,083;-0,025
98494207007884;0,045;-0,047;0,023
98494207754551;0,004;-0,03;0,017
98494349311216;0,045;-0,048;-0,175
98494350256216;0,047;-0,053;-0,23
98494490731219;-0,015;0,056;-0,001
98494491522885;0,114;-0,035;-0,227
