98509390111223;0,305;-0,114;0,228
98509390166223;0;0;0
98509486061225;0,114;-0,061;0,123
98509486247892;0,218;-0,11;0,182
98509626981225;-2,126;-0,021;0,692
98509627147892;-0,461;-0,042;0,203
98509767824554;-5,744;-0,117;0,389
98509767966220;-5,404;0,301;0,438
98509909094553;-1,263;-1,221;0,75
98509909261220;-3,631;-0,813;1,08
98510052232889;9,567;-0,41;3,794
98510053001222;4,695;-1,442;1,421
98510194827886;6,976;0,05;-0,366
98510195597886;9,759;0,117;3,099
98510337001217;0,481;0,656;-1,706
98510337799550;3,584;0,685;-1,985
98510479457886;-3,687;0,584;-1,247
98510480332887;-2,268;0,749;-1,402
98510622202888;-2,828;0,041;-1,032
98510623021221;-3,535;0,245;-1,23
98510764577884;0,12;0,515;0,159
98510765312883;-1,475;-0,038;-0,321
98510907057883;4,621;3,6;1,815
98510909979550;2,758;2,885;1,748
98511049444552;0,069;-0,385;-2,493
98511050329553;4,688;2,838;0,869
98511191994552;-7,543;-5,858;-2,619
98511194266219;-3,987;-5,951;-0,833
98511334799550;-4,654;-1,968;-2,951
98511335562883;-7,173;-4,219;-2,85
98511477107886;0,17;1,872;-1,647
98511477874552;-2,662;0,342;-2,479
98511619667885;2,661;2,746;0,319
98511620716219;1,524;2,803;-0,593
98511762034550;3,632;0,231;1,303
98511763277884;2,89;1,568;0,6
98511904604549;4,63;-4,092;0,314
98511905376216;5,055;-2,559;1,044
98512047722885;-0,838;-1,341;-1,591
98512048506218;3,461;-3,817;0,503
98512189792883;-9,042;6,451;5,069
98512190717884;-3,285;2,035;2,092
98512332392881;-4,827;4,481;1,818
98512333166215;-6,805;6,565;3,239
98512474874552;1,139;-1,201;-0,483
98512475631218;-2,075;1,683;0,823
98512617404551;3,088;-2,978;-1,208
98512618157885;2,529;-2,584;-0,927
98512759894549;2,153;-1,658;-0,547
98512760897882;2,77;-2,482;-0,881
98512902144551;0,536;-0,192;0,115
98512902902884;0,896;-0,597;-0,233
98513044667886;-0,071;0,348;0,038
98513045414553;0,19;0,103;-0,107
98513185159552;-0,183;0,195;0,129
98513185987885;-0,207;0,246;0,631
