98460405316217;-0,038;-0,038;0,38
98460405371217;0;0;0
98460535997887;0,233;-0,07;0,252
98460536189554;0,002;-0,036;0,25
98460677917887;-0,02;0,064;0,244
98460678354554;0,19;-0,062;0,118
98460817891218;-3,827;-0,163;1,433
98460818052884;-1,686;0,455;-0,046
98460959021219;-3,629;-0,587;1,31
98460959191219;-4,975;-0,301;0,788
98461100182887;0,661;-1,225;1,97
98461100352887;-2,468;-1,25;1,37
98461242872884;13,659;-1,666;3,274
98461243637884;6,13;-1,45;2,2
98461384389550;4,427;0,994;-0,773
98461385057883;10,42;-0,294;1,276
98461527247886;-2,068;1,504;-2,242
98461528027886;1,148;1,369;-2,122
98461669729552;-3,168;2,489;-0,718
98461670659553;-2,621;1,115;-1,542
98461812102883;-0,281;2,864;0,026
98461812856217;-1,77;2,901;-0,311
98461954544551;-1,103;0,478;-0,769
98461955316218;-0,307;1,712;0,055
98462097047885;-7,051;-5,688;-1,768
98462097894552;-4,153;-0,535;-2,226
98462239446217;-2,418;-5,04;-3,008
98462240297884;-4,501;-6,871;-3,314
98462381824549;1,024;0,48;-1,861
98462382581215;-0,085;-2,072;-2,984
98462524421217;3,251;1,671;-0,309
98462525206217;1,511;2;-2,035
98462666842884;5,006;-1,491;0,48
98462667614550;5,117;-0,402;1,136
98462809244548;-0,515;-0,425;0,434
98462809999548;3,648;-1,526;1,685
98462951659548;-4,811;5,462;1,496
98462952479548;-1,262;0,91;-0,985
98463094174550;-4,65;5,703;4,845
98463094944550;-8,389;8,563;4,929
98463239327881;0,373;-0,915;1,285
98463241916215;-2,801;2,401;2,901
98463378946214;2,925;-3,371;-1,281
98463379711214;2,174;-2,84;0,031
98463521859551;2,081;-2,263;-1,468
98463524424551;2,92;-3,01;-1,656
98463661401219;0,751;-0,546;-0,762
98463661561219;1,131;-1,19;-0,892
