98540063594555;0,114;-0,114;-0,228
98540063782888;0;0;0
98540204149554;-0,315;-0,1;-0,048
98540204384554;-0,042;-0,072;-0,144
98540345164553;-1,428;0,164;0,163
98540345367886;-0,234;0,031;-0,019
98540486356222;-8,586;-0,746;1,331
98540486572889;-5,793;-0,057;1,776
98540627524556;0,519;-1,857;1,822
98540627737889;-7,629;-1,53;2,452
98540768752886;15,63;-0,212;2,641
98540768986219;13,525;-0,952;1,456
98540911632886;5,231;3,485;-2,374
98540912421220;8,734;2,138;-2,129
98541054067889;2,444;8,845;-0,747
98541054851222;3,523;5,043;-2,23
98541196527888;-9,801;-6,573;-1,119
98541197331221;-6,625;4,743;-0,227
98541338986218;-5,549;-9,212;-4,992
98541339764551;-9,812;-9,941;-6,144
98541481619555;4,369;-5,241;-3,061
98541482446222;-1,702;-6,433;-4,158
98541624049555;7,154;-3,004;2,014
98541624804555;9,654;-6,666;-1,416
98541766669552;-10,087;14,575;8,801
98541767647885;-11,452;11,453;8,346
98541908894551;-2,367;5,047;2,148
98541909631218;-4,834;10,184;4,382
98542051512887;3,074;-2,471;-1,217
98542052272887;1,174;0,15;-0,032
98542192314552;3,216;-3,755;-2,709
98542192476219;3,574;-4,058;-1,955
