98474365897883;0,645;-0,228;-0,038
98474365959549;0;0;0
98474486381220;0,248;0,111;0,176
98474486569553;0,619;-0,257;0,535
98474627299554;-0,876;0,239;0,276
98474627467888;0,031;0,219;0,063
98474768901218;-5,029;0,159;0,736
98474769071218;-2,71;-0,037;0,14
98474941572884;-2,279;-0,337;0,798
98474941986217;-4,571;0,079;0,9
98475056546219;9,439;-1,135;-0,421
98475056921219;2,749;-0,993;0,253
98475198662884;6,935;0,083;-0,207
98475199139551;11,379;-0,888;2,528
98475341359549;-0,357;0,974;-0,844
98475342191216;3,179;0,568;-1,19
98475483766216;-3,579;0,377;-0,412
98475484516216;-2,636;0,627;-0,387
98475626432885;-2,602;0,073;-0,337
98475627209551;-3,755;0,294;-0,793
98475768756216;-0,263;0,313;-0,151
98475771741216;-1,567;0,143;-0,031
98475911259549;3,368;3,069;0,052
98475912016215;1,689;1,466;0,22
98476057569552;-0,656;1,544;-0,203
98476058371218;3,381;4,516;-1,174
98476196074550;-3,714;-6,257;-1,146
98476196834550;-3,047;-5,017;0,012
98476338411214;-3,501;-2,276;-1,798
98476339174548;-4,027;-4,766;-1,513
98476480629552;-0,915;1,662;-1,204
98476484687886;-1,88;-0,083;-1,081
98476622944554;1,341;2,296;0,188
98476623691220;0,83;2,21;0,038
98476765617885;2,284;-0,061;0,526
98476766386218;1,442;1,572;0,254
98476907957883;3,436;-3,037;-0,941
98476908709550;4,313;-2,024;1,223
98477050234553;-0,04;-0,325;-0,436
98477051041219;2,603;-2,696;-0,999
98477192654552;-7,68;5,737;2,116
98477193471218;-4,036;3,24;1,128
98477335561216;-3,012;2,403;0,5
98477336341216;-6,18;4,935;0,885
98477477584551;1,563;-1,445;0,397
98477478394551;-0,471;-0,04;1,14
98477619862885;2,741;-2,113;0,044
98477620982885;2,654;-2,201;0,487
98477762481217;1,563;-1,008;0,041
98477763232884;2,384;-1,657;-0,1
98477904957882;0,206;-0,101;-0,076
98477905812882;0,818;-0,471;-0,048
98478047161217;-0,426;0,252;-0,038
98478047937883;-0,098;0,268;-0,25
98478188434550;-0,147;0,184;0,048
98478188589550;-0,421;0,102;0,141
