130944728553263;0;0;0
130944803178265;0,152;0,148;-0,536
130944803369931;0;0,114;-1,028
130944973608264;0,053;0,115;-0,261
130944973798264;0,127;0,227;-0,208
130944973928264;0,299;0,136;-0,375
130945114466594;0,008;0,001;-0,193
130945114631594;0,124;-0,078;-0,112
130945255636596;0,043;0,016;0,025
130945255833263;-0,019;0,02;0,078
130945396706597;-0,11;-0,018;-0,001
130945396894930;-0,114;0,096;-0,08
130945567031594;-0,346;0,124;0,039
130945567268260;-0,098;-0,061;-0,001
130945687873260;-1,312;0,33;-0,072
130945688063260;-0,808;0,308;-0,035
130945814039929;-1,863;0,217;-0,26
130945938589929;-1,487;-0,912;0,046
130945938779929;-1,36;-0,565;-0,056
130946075889926;0,235;-0,743;0,852
130946076108260;-1,177;-0,661;0,074
130946200164927;5,486;-0,214;1,948
130946200341594;1,754;-0,682;0,9
130946326451595;5,535;0,861;1,679
130946326739929;7,291;0,803;3,382
130946457226595;0,402;-0,345;-0,467
130946457418261;2,804;0,115;0,41
130946598301592;-2,555;0,295;-1,012
130946598476592;-1,502;-0,13;-1,194
130946709931593;-2,638;0,517;-0,505
130946832984930;-1,584;1,174;-0,242
130946833243263;-2,195;0,446;-0,434
130946971309929;0,383;3,021;0,473
130946971526595;-0,849;2,736;-0,318
130947080186594;1,228;3,141;-0,988
130947213353261;-0,301;-0,933;-1,291
130947213554928;-0,312;2,428;-0,817
130947339496596;-1,273;-9,076;-1,464
130947339699930;-1,394;-8,219;-1,562
130947469086595;-0,338;-1,747;-1,351
130947469271595;0,195;-6,014;-0,945
130947596413259;0,342;1,061;-1,198
130947724743259;0,162;3,293;1,141
130947725709926;-0,68;2,934;-0,067
130947847799927;1,124;2,074;0,592
130947848506594;0,693;2,954;1,005
130947982474927;3,811;0,294;-0,19
130947982651593;2,339;0,978;0,574
130948112323259;1,865;-1,186;-0,465
130948112508259;2,788;-0,284;-0,417
130948230261594;0,609;-1,753;-0,247
130948354876595;-7,589;0,419;1,301
130948355091595;-2,054;-1,697;0,919
130948493159927;-7,243;1,373;-1,493
130948493339927;-9,245;2,082;0,09
130948619291592;-0,098;0,564;-0,404
130948619473258;-4,072;0,942;-0,586
130948737166594;3,175;-0,171;-0,503
130948737423261;1,707;0,158;-0,582
130948876373263;2,786;-1,583;-0,552
130948876559929;3,436;-0,433;-0,277
130948994678261;2,248;-3,479;-0,558
130949127838258;-0,116;-3,775;-0,432
130949128039925;1,05;-4,283;-0,539
130949253779928;-0,395;1,787;0,899
130949253959928;0,288;-1,766;1,172
130949383351595;-0,728;9,281;4,16
130949383529928;0,05;7,574;2,696
130949511033261;0,078;1,31;3,367
130949511209927;-0,945;5,608;4,955
130949664071592;0,274;-2,872;-0,567
130949664244925;-0,018;-1,541;0,348
130949758639927;0,696;-3,378;-0,503
130949892123262;0,302;-1,982;-0,82
130949892338262;0,396;-2,806;-0,569
130950017238261;0,17;-0,316;-0,486
130950017853261;0,484;-1,19;-0,621
130950158376592;-0,001;0,396;0,182
130950158569926;-0,007;0,244;-0,021
130950299424927;0,029;0,313;0,01
130950299609927;0,078;0,366;0,124
130950442074927;-0,047;0,092;-0,374
130950442888260;-0,009;0,117;0,437
