130991686461593;0;0;0,076
130991686516593;0;0;0
130991759398262;-0,033;-0,038;-0,16
130991759571595;-0,152;0;-0,003
130991900379931;-0,307;-0,069;-0,232
130991900554931;-0,136;-0,113;0,03
130992041314928;-4,271;0,526;0,595
130992041486594;-1,228;0,134;0,357
130992182573259;-7;-0,674;1,369
130992182751592;-5,802;0,208;0,802
130992264238261;-3,223;-1,285;2,499
130992394178263;11,259;-0,185;2,793
130992394353263;3,535;-1,289;-0,032
130992536774927;9,605;0,486;-1,862
130992537553260;13,848;0,198;0,762
130992677608258;-1,024;0,267;-1,676
130992677786591;5,017;0,132;-1,617
130992818699928;-4,162;0,559;-1,316
130992818888261;-4,031;0,519;-1,662
130992960251594;-3,119;0,106;-0,398
130992960436594;-4,369;0,446;-0,769
130993101704925;-0,85;-0,067;0,087
130993101874925;-1,594;-0,109;0,16
130993242421594;0,556;-0,048;0,187
130993242588261;-0,221;-0,212;0,018
130993385133261;0,731;-0,054;0,094
130993385878261;0,784;0,063;0,256
130993521274926;-0,048;0,004;-0,101
130993647544925;-0,179;-0,106;-0,179
130993647729925;-0,025;-0,067;-0,092
130993777396594;0,037;0,097;0,171
130993777578261;-0,256;0,05;-0,166
130993910274928;-0,051;-0,016;-0,088
130993910456595;-0,062;0,103;0,088
130994039838259;0,213;-0,157;-0,098
130994040211593;0,015;-0,068;-0,091
130994161366592;-0,039;0,158;0,185
130994161541592;-0,101;0,11;-0,058
130994302426595;-0,014;0,796;0,158
130994303294928;-0,051;0,317;0,199
130994443554927;0,912;5,071;1,278
130994443726594;0,223;3,018;-0,096
130994549046591;2,207;7,659;-0,353
130994671134924;-3,751;-7,161;-1,012
130994671321591;0,61;5,589;-0,85
130994790878260;-0,248;-13,939;-1,497
130994919286594;-1,713;-5,25;-2,867
130994919468260;-1,462;-11,093;-2,118
130995051811592;-0,776;2,197;-1,35
130995051998259;-1,27;-0,502;-1,615
130995178294925;0,317;4,117;-0,296
130995178474925;-0,49;3,538;0,326
130995304356594;0,094;2,256;-0,05
130995304543261;0,435;3,457;-0,751
130995425681594;0,163;0,786;-0,288
130995551899926;0,013;-0,217;-0,46
130995552731592;-0,072;0,213;-0,444
130995684821593;-0,202;-0,248;-0,346
130995685039926;-0,247;-0,406;-0,334
130995814374929;0,179;-0,094;0,335
130995814911595;0,061;-0,168;0,024
130995940393261;0,054;0,084;0,093
130995940588261;-0,024;0,093;0,298
130996065748259;0,266;-0,033;0,497
130996188788256;0,178;0,042;0,058
130996188976589;-0,258;0,139;-0,456
130996323379925;0,08;-0,064;-0,347
130996323584925;0,049;-0,014;0,146
130996449819925;0,374;-0,066;0,131
130996449998259;-0,232;-0,031;-0,325
130996580344924;0,266;0,069;0,153
130996580566591;0,289;0,059;0,361
130996698943257;0,448;0,035;0,177
130996823898259;1,499;-0,131;-0,192
130996826021593;0,567;-0,085;0,054
130996954218260;4,799;-0,304;0,651
130996954404927;3,14;-0,208;-0,303
130997088774924;4,923;-1,841;2,595
130997088956591;4,993;-0,379;0,243
130997215238259;-9,988;1,817;2,24
130997215423259;-5,919;-0,189;2,543
130997334151594;-9,141;2,018;-0,185
130997459534926;-3,164;0,498;-2,37
130997459719926;-7,312;1,774;-0,125
130997597538258;2,917;-0,132;-1,465
130997598151591;0,711;-0,029;-1,688
130997724566592;3,685;-0,961;-0,893
130997724843259;3,867;-0,756;-1,572
130997845258261;1,537;-0,386;-0,03
130997845439928;2,874;-0,829;-0,461
130997976048260;0,094;-0,176;0,203
130997976244927;0,434;-0,24;-0,301
130998117749925;-0,592;-0,085;-0,215
130998117924925;-0,337;-0,101;0,221
130998258853261;-0,606;0,278;-0,445
130998259026594;-0,32;0,318;0,028
130998400096595;-0,053;-0,052;0,064
130998402299928;-0,01;-0,013;-0,05
130998541791592;0,082;0,01;0,016
130998541964925;0,17;-0,127;0,222
130998683421592;0,046;0,073;-0,096
130998683593259;-0,004;-0,06;0,162
130998823938263;-0,026;-0,023;0,041
130998824104930;-0,208;0,127;0,14
130998965016595;-0,072;-0,462;0,062
130998965184929;-0,016;-0,148;-0,125
130999106123259;1,179;-4,901;0,525
130999106309926;0,102;-2,237;-0,052
130999246314926;-0,917;-6,445;-0,63
130999374203260;2,062;0,031;1,546
130999374389927;1,431;-4,782;2,941
130999500596593;-3,392;13,783;8,135
130999501046593;-2,1;9,848;3,226
130999629769925;-1,443;2,391;2,498
130999629938258;-1,425;8,404;6,716
130999755924929;1,215;-4,222;-0,97
130999756089929;-0,227;-1,902;-0,233
130999882129931;0,861;-3,405;-1,507
130999882286597;1,467;-4,273;-2,065
131000022764929;0,41;-1,518;-1,069
131000023416596;0,82;-2,612;-1,301
131000140644926;0,186;-0,445;-0,65
131000272626596;-0,025;0,436;0,273
131000272814929;-0,051;0,232;0,236
131000399748263;-0,169;0,365;0,378
131000402606596;0,039;0,324;0,897
131000528694928;-0,041;0,009;-0,015
131000528876594;-0,18;0,115;0,325
131000660274926;0,009;-0,036;-0,08
131000660453259;-0,131;0,063;-0,057
131000801336595;0,161;-0,103;0,159
131000801511595;-0,007;-0,113;0,103
131000943114928;0,075;-0,031;0,06
131000943288261;0,048;-0,011;-0,17
131001084318259;-0,156;0,036;-0,189
131001084489926;-0,022;-0,052;0,166
131001226754928;0,033;-0,031;-0,119
131001227478261;0,027;0,005;-0,044
