130959039981595;-0,076;-0;-0,228
130959044609929;0;0;0
130959180981598;-0,062;0,035;-0,276
130959181146598;-0,188;0,076;-0,183
130959321961598;-0,504;-0,057;0,04
130959322146598;-0,27;0,067;-0,046
130959463548263;-3,218;0,232;-0,046
130959463724930;-0,756;-0,029;0,994
130959643964926;-4,54;0,764;0,697
130959644803259;-4,107;0,683;0,847
130959761786595;0,07;-2,166;1,174
130959761983262;-2,965;-0,349;1,163
130959887706595;5,132;-1,492;1,791
130960015148260;13,132;-0,97;-1,047
130960015333260;11,18;-1,488;-0,394
130960147963257;2,39;0,387;-0,289
130960148181591;8,104;-0,111;-1,025
130960275943261;-3,99;1,287;-1,581
130960276124927;-1,262;0,967;-0,507
130960392026594;-4,029;1,516;-0,217
130960392208261;-4,074;1,172;-0,78
130960524163259;-0,927;3,24;0,66
130960524346592;-3,387;2,367;0,406
130960647458256;0,937;3,753;0,73
130960780836592;1,457;3,256;-1,959
130960781014926;0,093;4,045;-1,41
130960912568260;-1,868;-11,813;-2,164
130960912744927;-0,053;-3,313;-1,512
130961035156592;-0,726;-5,46;-2,878
130961035366592;-0,766;-10,029;-3,625
130961159218256;-0,257;2,108;-1,908
130961159401590;-0,89;-0,613;-2,671
130961302778259;0,865;3,796;0,86
130961303559926;0,452;3,184;0,24
130961442124926;2,859;1,817;1,078
130961442299926;0,376;3,439;-0,263
130961543081591;3,796;0,586;1,863
130961667693257;3,556;-1,036;0,171
130961667876590;3,711;0,033;0,716
130961790729926;1,874;-1,5;0,172
130961913864926;-6,768;0,422;1,747
130961914066592;-1,59;-1,526;1,274
130962051886591;-7,338;2,18;0,613
130962052073258;-8,251;1,992;0,484
130962176648257;-3,361;1,085;-1,527
130962176829924;-6,552;2,283;-0,854
130962302711593;2,12;-0,233;-1,122
130962302889926;0,503;0,403;-0,55
130962431366593;2,872;-1,06;-0,456
130962431539926;3,306;-1,031;-0,897
130962572416590;1,668;-3,121;-0,554
130962572588257;2,157;-1,881;-0,435
130962713519925;0,726;-3,216;1,897
130962713691592;0,749;-3,956;-1,715
130962807684928;-0,79;-2,511;0,932
130962958274929;0,416;4,903;1,581
130962958534929;-1,38;-0,739;1,512
130963061489927;-0,272;10,381;5,125
130963186393259;-0,816;2,791;2,296
130963186626592;-0,309;7,569;5,206
130963323963262;0,034;-2,408;-1,039
130963324138262;-0,743;-0,623;0,2
130963448594927;0,111;-3,177;-0,979
130963448778260;0,678;-3,506;-0,958
130963566111591;0,263;-1,812;-0,518
130963566319925;0,163;-2,66;-0,742
130963707088257;-0,053;-0,01;0,141
130963707279924;0,372;-0,843;0,098
130963848714927;0,218;0,417;0,341
130963848888260;0,227;0,421;0,211
130963990411593;0,077;0,285;-0,121
130963991084926;-0,008;0,291;0,423
130964133098258;-0,008;0,035;-0,551
130964133271591;0,089;0,047;0,109
