11
0
120
142.85376 89.41594
145.31676 89.60536
148.34813 89.22652
151.0006 89.60536
153.84251 89.22652
156.87389 89.60536
159.90527 89.22652
163.31557 90.17363
167.67317 90.17363
172.97809 90.931335
180.55653 91.4996
188.135 92.82556
194.3872 94.34096
200.2605 96.2352
205.37596 97.18231
209.35464 98.88713
215.60686 101.91791
221.85909 104.00157
227.73238 108.35832
232.65837 111.57852
236.25813 114.79874
240.04736 117.45067
243.83658 121.42856
248.00473 124.26993
251.98341 129.00552
255.0148 131.65746
258.80402 134.68823
262.7827 138.2873
264.8668 142.26518
267.14032 147.1902
270.1717 154.00946
271.49792 161.58641
273.39255 168.40567
274.5293 172.38358
274.71875 177.11917
275.85553 181.09708
275.85553 185.45383
275.85553 189.43172
276.04498 193.97789
275.66608 198.90291
275.66608 203.82793
275.66608 209.8895
274.5293 215.5722
274.1504 219.92896
272.6347 225.23282
270.55063 229.96841
268.84546 233.56747
265.2457 237.7348
262.7827 241.52328
257.85672 245.12231
251.98341 248.53195
246.86797 252.8887
240.99467 256.48776
235.68976 261.41278
229.81645 265.76953
223.94316 270.12628
216.36472 273.7253
211.62817 277.32437
205.94434 280.5446
197.98697 282.62823
190.97691 285.28018
182.07224 286.79556
174.49377 288.68982
165.21017 288.68982
158.57904 287.55325
151.0006 285.84845
140.39076 283.57538
129.21255 279.7869
118.98164 275.809
107.80343 270.12628
100.22498 265.76953
94.730606 261.79163
89.99408 257.6243
86.58378 253.6464
82.98402 250.61563
79.95264 247.96368
75.784485 244.1752
69.91119 238.87134
63.090584 232.80978
53.806984 226.93765
48.12315 221.25491
45.09177 215.5722
42.439312 210.64719
39.02901 205.72217
37.70278 199.47118
34.860863 191.7048
32.96625 183.55959
31.829485 175.0355
32.39787 170.48933
32.39787 166.322
32.39787 163.67007
32.96625 160.26045
35.42925 157.04025
34.860863 153.25177
36.566013 149.08444
38.65009 145.4854
39.597393 141.12865
43.19716 135.63535
46.039074 131.27861
50.01776 126.543015
54.18591 122.75453
60.059204 118.587204
67.06927 114.98816
71.04796 111.95737
75.02664 108.92659
77.48964 105.70639
82.226166 103.433304
86.58378 100.59195
91.130844 97.56116
96.81468 96.2352
106.28774 94.909225
118.41326 94.34096
128.83363 92.82556
142.85376 91.87845
152.51628 91.4996
160.2842 91.4996
172.59917 93.20442
189.27176 98.88713
201.01836 107.97948
201.01836 107.97948
86
158.38957 95.28807
162.36826 94.909225
165.5891 94.909225
170.51509 95.66693
176.3884 97.56116
183.209 99.64482
190.21906 103.62273
196.47128 106.842926
201.20781 109.49486
206.7022 114.23045
213.5228 118.96605
220.3434 126.164154
228.30077 133.36227
233.79514 138.66614
238.72113 144.91711
252.74126 160.6393
258.80402 168.97395
265.05624 175.7932
269.6033 183.55959
273.0136 190.94711
275.85553 197.76637
277.75015 203.82793
280.02368 217.27701
278.8869 230.15784
278.12906 236.40884
276.04498 240.57614
273.39255 245.88004
269.98224 250.61563
265.62463 256.10892
257.47778 260.46567
249.89934 263.11758
242.13144 265.5801
237.20544 267.66376
231.33214 269.558
223.94316 270.50513
