14
0
37
240.42628 273.7253
229.24808 262.17047
219.58556 253.6464
209.73357 242.84924
198.55536 229.0213
189.08229 216.14047
174.68324 199.66061
162.1788 182.23361
150.24275 162.34412
131.67555 146.24309
118.03434 131.65746
106.28774 121.99684
98.7093 113.28334
92.836 108.35832
87.91 101.91791
82.41563 96.42462
75.595024 92.82556
58.73298 84.68034
58.73298 84.68034
233.41621 65.54854
235.12137 69.71586
229.43753 75.96685
221.10124 83.54379
209.35464 96.614044
198.55536 111.57852
188.32445 127.49013
176.3884 143.40173
165.5891 156.47197
157.8212 172.38358
151.37952 186.40094
142.09592 199.66061
132.24393 215.5722
122.77087 229.0213
112.53996 239.81845
103.25636 256.29834
95.29899 266.3378
95.29899 266.3378
35
268.08762 301.3812
262.02487 293.80426
248.38365 285.28018
229.43753 272.0205
204.80757 258.00314
180.55653 243.79636
160.2842 230.7261
138.49615 217.46646
113.108345 200.4183
95.29899 185.26439
87.72054 172.76242
82.41563 164.04892
77.30018 154.57773
73.32149 149.84213
70.66904 147.00078
66.12196 144.15942
54.943752 140.56038
45.660152 136.0142
45.660152 136.0142
191.73476 107.41121
190.78745 112.33623
187.75607 121.80742
179.98816 135.63535
170.89401 149.08444
163.69449 163.48065
157.63173 180.14995
151.19005 194.54616
144.55891 209.8895
137.54884 223.14917
129.9704 233.18863
123.71818 242.4704
116.70811 254.78293
107.9929 267.2849
101.36175 280.5446
101.36175 280.5446
39
255.0148 296.07733
250.6572 291.72058
243.45766 286.03787
234.93192 278.83978
224.51154 269.93686
209.16518 259.8974
196.09236 247.58484
182.83008 233.18863
168.80994 218.98184
160.85257 202.12312
151.0006 183.74901
141.33807 165.94316
130.72824 149.65271
124.0971 137.34016
118.79218 129.00552
113.108345 122.186264
107.80343 118.20836
102.1196 114.79874
95.48846 113.28334
87.91 109.49486
87.91 109.49486
221.48016 122.37569
225.45885 123.51222
223.94316 125.97473
219.20663 130.89975
211.62817 136.96132
199.88158 146.05367
187.18768 157.22968
168.80994 173.70955
157.06335 188.4846
145.69568 204.77505
131.67555 219.36069
122.391945 231.4838
115.57134 243.98578
109.887505 258.00314
104.20367 270.12628
99.84606 286.60614
90.373 302.70718
90.373 302.70718
37
274.90823 302.51776
271.87683 299.29755
266.57193 295.31964
256.71994 290.39462
243.83658 281.30228
